"Kod";"Nazwa";"ogółem;obiekty ogółem lipiec;2013;[ob.]";"ogółem;obiekty ogółem lipiec;2014;[ob.]";"ogółem;obiekty ogółem lipiec;2015;[ob.]";"ogółem;obiekty ogółem lipiec;2016;[ob.]";"ogółem;obiekty ogółem lipiec;2017;[ob.]";"ogółem;obiekty ogółem lipiec;2018;[ob.]";"ogółem;obiekty ogółem lipiec;2019;[ob.]";"ogółem;obiekty ogółem lipiec;2020;[ob.]";"ogółem;obiekty ogółem lipiec;2021;[ob.]";"ogółem;obiekty ogółem lipiec;2022;[ob.]";"ogółem;obiekty ogółem lipiec;2023;[ob.]";"ogółem;obiekty ogółem lipiec;2024;[ob.]";"ogółem;miejsca noclegowe ogółem lipiec;2013;[msc.]";"ogółem;miejsca noclegowe ogółem lipiec;2014;[msc.]";"ogółem;miejsca noclegowe ogółem lipiec;2015;[msc.]";"ogółem;miejsca noclegowe ogółem lipiec;2016;[msc.]";"ogółem;miejsca noclegowe ogółem lipiec;2017;[msc.]";"ogółem;miejsca noclegowe ogółem lipiec;2018;[msc.]";"ogółem;miejsca noclegowe ogółem lipiec;2019;[msc.]";"ogółem;miejsca noclegowe ogółem lipiec;2020;[msc.]";"ogółem;miejsca noclegowe ogółem lipiec;2021;[msc.]";"ogółem;miejsca noclegowe ogółem lipiec;2022;[msc.]";"ogółem;miejsca noclegowe ogółem lipiec;2023;[msc.]";"ogółem;miejsca noclegowe ogółem lipiec;2024;[msc.]";"ogółem;turyści (korzystający) ogółem styczeń-grudzień;2013;[osoba]";"ogółem;turyści (korzystający) ogółem styczeń-grudzień;2014;[osoba]";"ogółem;turyści (korzystający) ogółem styczeń-grudzień;2015;[osoba]";"ogółem;turyści (korzystający) ogółem styczeń-grudzień;2016;[osoba]";"ogółem;turyści (korzystający) ogółem styczeń-grudzień;2017;[osoba]";"ogółem;turyści (korzystający) ogółem styczeń-grudzień;2018;[osoba]";"ogółem;turyści (korzystający) ogółem styczeń-grudzień;2019;[osoba]";"ogółem;turyści (korzystający) ogółem styczeń-grudzień;2020;[osoba]";"ogółem;turyści (korzystający) ogółem styczeń-grudzień;2021;[osoba]";"ogółem;turyści (korzystający) ogółem styczeń-grudzień;2022;[osoba]";"ogółem;turyści (korzystający) ogółem styczeń-grudzień;2023;[osoba]";"ogółem;turyści (korzystający) ogółem styczeń-grudzień;2024;[osoba]";"ogółem;udzielone noclegi ogółem styczeń-grudzień;2013;[-]";"ogółem;udzielone noclegi ogółem styczeń-grudzień;2014;[-]";"ogółem;udzielone noclegi ogółem styczeń-grudzień;2015;[-]";"ogółem;udzielone noclegi ogółem styczeń-grudzień;2016;[-]";"ogółem;udzielone noclegi ogółem styczeń-grudzień;2017;[-]";"ogółem;udzielone noclegi ogółem styczeń-grudzień;2018;[-]";"ogółem;udzielone noclegi ogółem styczeń-grudzień;2019;[-]";"ogółem;udzielone noclegi ogółem styczeń-grudzień;2020;[-]";"ogółem;udzielone noclegi ogółem styczeń-grudzień;2021;[-]";"ogółem;udzielone noclegi ogółem styczeń-grudzień;2022;[-]";"ogółem;udzielone noclegi ogółem styczeń-grudzień;2023;[-]";"ogółem;udzielone noclegi ogółem styczeń-grudzień;2024;[-]";
2264000;"Powiat m. Sopot";34;33;37;43;43;45;44;43;46;45;42;44;3380;3475;3871;5898;5964;6104;6182;6126;6945;6876;6494;6902;196363;250912;270926;283598;272921;276512;297732;183617;240449;357788;365660;378610;605696;686390;710019;759725;791580;830978;854152;538506;677204;996691;986713;1031525;
2401000;"Powiat będziński";16;15;16;16;15;18;18;15;15;15;16;18;1224;1026;1061;1135;1017;1172;1094;892;946;913;950;996;62322;64249;71655;81961;80597;92156;94908;35628;32947;50896;53559;50810;90979;89931;99531;116780;116524;137439;132723;54347;61069;95964;105860;100080;
2402000;"Powiat bielski";43;58;54;53;54;52;50;50;48;47;53;58;3316;3769;3798;3948;3725;3820;3918;3909;3130;3217;3749;4140;122784;134535;138792;164238;194959;182550;186821;101261;114293;170104;177162;224209;377098;401349;416367;466889;510852;525551;539399;329289;337087;495991;504475;573045;
2403000;"Powiat cieszyński";175;164;162;164;161;164;173;153;151;135;130;131;12987;13006;12768;12544;12190;12569;13357;12515;12325;12166;12036;12151;431888;415496;423023;471124;502718;550581;574047;310621;382483;591096;604779;604796;1599714;1522458;1548610;1649945;1763421;1882463;1983949;1094937;1341418;1930336;2052326;2037480;
2404000;"Powiat częstochowski";12;12;13;13;11;14;15;13;14;13;11;13;476;496;569;727;449;572;580;528;557;594;434;476;12461;14365;13883;15526;13152;16655;17040;6027;6740;10393;14675;14054;21762;23806;22394;27049;25872;31855;31526;13438;15046;20860;26671;24684;
2405000;"Powiat gliwicki";10;10;8;7;8;11;11;9;8;10;11;11;313;290;274;254;267;349;347;278;241;417;499;447;15156;14908;16667;16165;16131;22670;26987;12044;10682;35892;35537;31401;26261;24663;25100;25328;26717;38988;45190;23079;18533;55238;57416;48934;
2406000;"Powiat kłobucki";6;5;6;6;7;6;6;5;6;5;5;5;366;214;337;353;322;255;295;175;295;275;275;213;7027;6241;5202;5591;7592;7613;5362;2628;4510;5809;5927;6273;41159;35052;38978;30670;34631;31257;35795;15301;26327;37364;38562;37552;
2407000;"Powiat lubliniecki";13;13;14;14;13;13;13;11;12;14;13;13;1077;1118;1220;1208;1116;1118;1121;889;985;1152;1148;1149;22225;24679;25835;28305;31140;34784;32780;15074;19520;36754;39979;41368;44359;48495;50181;53684;56078;62825;69192;31236;34533;69218;72888;75375;
2408000;"Powiat mikołowski";6;7;5;5;5;5;5;5;4;4;4;4;196;218;196;195;200;184;181;191;178;177;180;196;12224;13124;12386;10801;13574;12774;13947;5241;0;0;0;0;17666;20228;19831;18168;21877;24402;23756;9401;0;0;0;0;
2409000;"Powiat myszkowski";12;10;13;14;12;16;16;14;15;16;16;15;507;453;574;557;490;601;611;599;579;659;649;548;14951;15762;17791;21646;22203;31814;37048;21097;24384;39322;36820;32290;28736;29611;33401;34792;35206;54106;68419;40917;45235;68901;72114;55558;
2410000;"Powiat pszczyński";15;17;16;16;16;16;15;13;11;14;12;11;753;625;617;692;696;599;582;482;454;580;525;497;33034;34780;35326;47386;47495;44127;34791;13522;13853;31727;36264;33018;119836;71683;73612;95158;98472;91409;74421;32385;40056;75086;78379;78175;
2411000;"Powiat raciborski";6;11;11;12;12;13;14;13;13;13;14;13;263;405;414;552;621;598;598;565;616;684;705;660;11456;13533;19851;27651;34444;38093;38108;19647;22664;36159;37829;35702;23385;32683;38861;56237;63795;74697;76661;44395;51592;72677;79523;78569;
2412000;"Powiat rybnicki";2;2;2;2;2;2;2;1;1;1;4;4;94;94;98;98;98;98;98;18;77;120;226;235;3388;3663;0;0;0;0;0;0;0;0;12262;13893;11320;11519;0;0;0;0;0;0;0;0;23734;28758;
2413000;"Powiat tarnogórski";19;18;16;15;17;18;20;14;15;13;14;11;1022;893;858;911;886;895;1169;937;973;1005;1045;874;37893;45320;39250;47629;53184;58740;74715;31935;51712;77335;77283;63972;60771;69132;62429;76392;87234;97029;121981;49105;76783;114296;123502;102224;
2414000;"Powiat bieruńsko-lędziński";3;3;3;3;3;3;3;3;1;2;2;2;108;132;170;125;165;126;126;126;45;105;105;105;5198;12756;15548;16245;17395;13484;8605;1650;0;0;0;0;10998;17198;21632;24401;27298;21571;13773;3580;0;0;0;0;
2415000;"Powiat wodzisławski";7;7;7;8;7;8;9;9;7;7;6;7;339;336;351;353;341;392;470;448;290;349;326;376;20406;24604;24129;24153;25101;28670;30585;15417;14426;21884;18857;20523;37486;43238;42936;39483;41796;50676;51478;25908;20541;32101;27895;30804;
2416000;"Powiat zawierciański";13;14;16;17;20;22;24;23;23;26;23;23;1339;1259;1329;1372;2473;2830;2872;2616;2769;2378;2231;2291;65838;68697;76165;82002;89696;102156;101896;54300;64984;91998;89507;88892;121939;122216;145659;166971;180708;222387;213227;118290;140704;195424;188786;177395;
2417000;"Powiat żywiecki";106;104;102;112;108;102;102;94;88;86;80;81;4602;4581;4775;5320;5132;4913;5050;4785;4721;4710;4559;4486;84544;88135;97411;128651;146634;151278;155524;82834;103396;143010;148639;155932;232427;234447;263388;360603;402887;401641;417269;230508;277610;377555;372860;363266;
2461000;"Powiat m. Bielsko-Biała";20;20;19;22;24;25;34;32;29;28;28;27;1751;1756;1659;1762;1820;1844;2316;2147;2277;1857;2023;1900;97807;109804;104846;112551;119374;120225;130057;68723;87962;120385;123039;113836;185269;208821;201372;214693;242157;241602;261139;141680;208325;240861;231315;222233;
2462000;"Powiat m. Bytom";8;10;8;6;6;7;8;6;6;7;8;11;407;633;619;393;324;312;333;368;365;657;690;827;19004;30327;33635;24205;29759;28072;23571;15386;15874;48075;41470;49379;56254;80485;76523;41099;50817;53527;61041;48594;55690;109930;113516;113377;
2463000;"Powiat m. Chorzów";7;8;9;8;7;7;8;7;8;6;6;9;549;860;853;831;720;750;744;609;751;727;645;799;30420;45683;46754;60649;59541;66856;73397;27585;32714;49060;48496;50603;56610;81328;82950;113306;102987;122292;124208;48271;59721;96445;86405;94479;
2464000;"Powiat m. Częstochowa";13;12;13;16;17;17;22;21;22;21;21;20;2463;2456;2300;2814;2460;2685;3096;2659;2703;1958;2038;2016;188191;187564;207953;235002;224594;233321;255984;111490;140304;165294;166423;164346;236078;237334;261926;311035;326677;346325;397469;191675;220629;282177;270923;269715;
2465000;"Powiat m. Dąbrowa Górnicza";9;9;9;9;8;10;10;6;10;11;10;13;342;333;346;386;601;711;711;267;454;837;782;810;14980;14127;13050;17334;36300;54671;50688;18454;20183;50357;51178;52659;31094;28148;24678;31659;50375;77431;75038;32301;55235;105396;84368;79997;
2466000;"Powiat m. Gliwice";19;19;21;20;19;18;19;17;18;19;19;20;1718;1726;2179;2174;2107;2106;2186;2101;2129;2210;2234;2279;83838;90658;92929;98492;111658;123598;125833;59533;84059;133579;132166;124687;205280;212144;249628;240285;224374;241696;242947;119288;163421;252618;243795;238032;
2467000;"Powiat m. Jastrzębie-Zdrój";3;3;3;4;5;5;4;4;4;4;5;4;92;91;91;148;199;199;147;147;147;147;177;142;5116;5105;0;0;0;0;0;0;0;0;11561;11117;7405;7803;0;0;0;0;0;0;0;0;19101;18995;
2468000;"Powiat m. Jaworzno";5;6;6;6;6;7;7;5;7;7;7;6;435;467;474;457;456;514;561;434;553;565;495;474;11923;16712;20986;22895;24850;31426;34440;13913;18671;28408;24362;20470;35052;37178;44521;59277;67026;79751;73582;39133;41330;60906;57677;56289;
2469000;"Powiat m. Katowice";23;23;24;24;25;32;32;27;30;34;34;32;3743;3790;3907;3922;4224;4720;4820;4494;4831;5603;5485;5560;259418;313826;357722;379823;391028;434986;453513;167659;230294;426748;452690;438344;477398;569978;624663;668781;676588;796728;822584;329032;433564;791236;812731;776796;
2470000;"Powiat m. Mysłowice";1;1;0;0;0;0;0;0;0;0;0;0;106;106;0;0;0;0;0;0;0;0;0;0;5023;5016;0;0;0;0;0;0;0;0;0;0;8958;9465;0;0;0;0;0;0;0;0;0;0;
2471000;"Powiat m. Piekary Śląskie";6;6;6;6;6;6;6;6;5;5;5;4;275;283;284;285;280;282;351;354;306;314;322;194;17388;17479;18347;21943;27825;27562;29943;15641;20244;27405;28250;18147;27124;27120;27763;33999;44981;43780;47292;26577;33238;46214;46298;28603;
2472000;"Powiat m. Ruda Śląska";4;5;7;5;5;6;6;4;3;3;3;3;436;495;572;399;348;369;369;293;280;280;282;280;11494;16960;14907;14653;12179;12996;12855;0;7879;0;10927;0;67492;73956;70598;77615;73541;65020;59169;0;25712;0;33595;0;
2473000;"Powiat m. Rybnik";9;10;9;7;6;6;6;6;6;5;5;5;526;550;492;558;366;368;370;363;347;351;375;303;22209;24011;26161;23220;22064;20473;19893;11163;14398;18739;18133;22223;44951;48378;56201;45703;43728;40131;34722;17848;29053;34685;35457;40394;
2474000;"Powiat m. Siemianowice Śląskie";4;5;5;4;3;4;4;3;3;3;3;4;257;292;308;242;229;247;245;187;182;182;182;231;11105;12433;14880;0;0;0;0;6884;5910;10585;0;10992;27192;30405;31067;0;0;0;0;12557;11402;22429;0;23883;
2475000;"Powiat m. Sosnowiec";5;5;6;6;7;7;7;5;6;6;6;6;419;417;454;464;490;537;541;395;575;573;576;577;24410;28829;29801;34406;36020;39246;38027;16610;19777;34746;36305;34979;52659;61189;64570;66648;72803;83331;74364;44152;62745;91746;86141;77638;
2476000;"Powiat m. Świętochłowice";0;0;1;1;2;2;1;1;0;1;2;2;0;0;18;18;29;26;11;10;0;102;115;115;244;0;0;0;0;0;0;0;0;0;0;0;287;0;0;0;0;0;0;0;0;0;0;0;
2477000;"Powiat m. Tychy";10;12;11;11;11;11;12;9;9;9;8;9;933;998;929;931;964;968;1024;877;902;804;803;806;40313;43181;46938;52968;58790;58047;61099;28159;37582;53673;51262;44298;83050;81260;87482;103151;107445;110413;110131;50507;69461;113809;101397;86438;
2478000;"Powiat m. Zabrze";8;9;8;9;12;13;12;11;11;9;8;10;605;633;694;718;968;989;969;933;899;799;760;816;47872;54332;65660;77125;93066;107997;102907;37280;59969;89509;86278;87033;75289;84362;101531;118193;140002;156095;141770;62170;89146;126091;117483;115475;
2479000;"Powiat m. Żory";3;3;4;5;5;5;5;5;5;4;5;5;185;195;296;394;397;378;376;373;393;260;302;420;7597;7046;10016;19942;19450;20453;18796;8654;11110;19727;18789;18138;13724;12496;18247;35223;35083;40272;32079;15354;19745;34682;31323;28678;
2601000;"Powiat buski";29;30;32;32;33;35;36;35;32;34;33;36;2651;2634;3086;3181;3005;3264;3355;3489;3406;3460;3524;3631;66789;76937;89800;103356;97481;105080;120683;62565;84487;125666;127314;136069;611946;647132;699166;770620;748888;774446;828827;408677;584619;786948;818058;843134;
2602000;"Powiat jędrzejowski";6;8;10;11;10;11;10;9;10;10;9;9;526;541;598;677;646;690;709;683;765;761;715;717;6672;6754;5821;10509;11558;13033;14758;5424;10176;11339;13412;13157;27694;30004;17513;25453;32543;33410;37673;16688;32851;29815;38120;35572;
2603000;"Powiat kazimierski";1;1;1;3;3;3;2;1;1;1;2;4;24;28;50;98;98;98;67;45;45;45;70;179;2561;3102;0;4362;4181;2543;0;0;0;0;0;7111;2598;3624;0;6042;5763;3160;0;0;0;0;0;14311;
2604000;"Powiat kielecki";63;70;81;79;72;74;74;65;62;62;68;89;3744;3951;4254;4361;4044;4170;4294;3375;3223;3377;3732;4432;88178;98809;100183;115018;98928;104277;116655;54958;69563;102835;115684;124410;191917;203443;203005;224804;225461;264265;289550;153637;186707;255183;294937;311708;
2605000;"Powiat konecki";22;20;22;21;19;20;20;22;18;18;20;22;1331;1224;1480;1233;1077;1148;1258;1308;1224;1278;1337;1455;29720;28845;29905;29195;20979;22188;25352;17334;18662;19258;17080;18982;69168;60854;59915;57595;49843;54665;60811;48150;48325;56666;40047;54866;
2606000;"Powiat opatowski";3;6;7;7;7;6;7;7;7;7;8;9;71;240;279;290;274;188;271;269;281;278;316;337;3184;6024;7902;8988;8721;9103;13754;7481;9686;12024;12695;13322;6321;11404;11459;13448;14921;17787;24395;14603;20480;24934;25991;26321;
2607000;"Powiat ostrowiecki";10;9;10;11;12;12;10;10;10;11;9;15;785;756;842;880;907;809;715;711;750;791;733;692;22772;20904;24116;27504;29977;31723;26262;14548;23703;31187;26895;28813;40352;37666;42515;44094;55013;56487;51090;26801;47851;57364;45438;55558;
2608000;"Powiat pińczowski";7;5;5;6;5;5;5;5;5;5;6;6;323;205;193;241;235;247;248;248;251;248;270;270;4933;4861;0;6155;6839;8238;8282;0;0;7419;6983;7421;8928;7521;0;9696;9827;13101;13692;0;0;13037;11115;18266;
2609000;"Powiat sandomierski";17;19;17;19;17;18;19;17;15;17;19;25;637;755;865;996;898;956;969;909;813;802;808;1172;38776;43229;46886;49635;51054;54362;55284;33821;35902;43775;46505;56635;60817;65166;75288;81476;80412;84200;86934;55487;59788;71753;76860;93406;
2610000;"Powiat skarżyski";8;9;10;12;11;11;10;9;9;9;9;9;772;763;828;928;765;844;820;795;795;795;796;797;23655;23850;26571;27395;27399;45693;30347;14696;20887;38358;33903;30584;39894;40443;47388;46450;44260;70825;59295;29198;38263;67160;65929;60568;
2611000;"Powiat starachowicki";6;6;5;6;6;7;6;5;6;5;4;6;410;411;395;644;646;682;665;558;577;559;529;560;23075;17765;22089;30308;36750;38274;37620;18859;26681;32236;35268;30457;36310;31681;39388;62367;82043;80098;90254;44263;60888;65873;67185;60767;
2612000;"Powiat staszowski";7;9;9;8;7;7;9;8;7;7;9;9;582;641;631;619;546;551;614;603;572;555;630;636;21882;17892;16559;15375;16583;17050;18611;9532;11833;14641;15507;16631;42462;47304;32574;31062;36046;36929;42828;23696;32625;34410;35586;38573;
2613000;"Powiat włoszczowski";7;7;5;6;5;5;5;4;5;5;5;5;170;311;172;293;281;277;265;147;249;249;205;188;5485;5929;5565;6773;8088;8109;0;4545;4170;0;0;4583;9867;9250;7669;9338;11178;10206;0;7016;5700;0;0;6582;
2661000;"Powiat m. Kielce";29;32;32;31;41;37;38;38;36;36;35;34;2162;2438;2428;2429;3209;3854;4197;3701;4216;4133;4106;4216;110993;122270;134742;161149;161743;164426;176992;85143;118645;169742;167756;181660;193912;209634;219342;261516;278199;297276;338181;201272;274591;369832;364961;424900;
2801000;"Powiat bartoszycki";8;9;7;7;6;7;7;7;6;6;5;5;354;374;307;302;295;395;417;386;379;382;336;336;11245;13188;12027;12607;14675;17232;18661;11304;11815;16394;16060;18361;21160;26594;26917;23919;27608;35998;38264;27475;28775;39590;39475;45157;
2802000;"Powiat braniewski";8;8;7;8;8;9;8;7;7;8;8;7;376;376;312;358;398;387;340;272;270;326;279;303;14025;14551;10052;11193;12120;14611;16905;8921;7426;8689;8566;8321;26861;28414;18815;22446;22045;26754;28456;16292;17409;17903;18189;18627;
2803000;"Powiat działdowski";14;15;15;16;13;16;15;15;11;12;12;12;792;741;724;777;659;989;959;959;947;1010;1022;1004;7637;9406;10802;15011;10512;10695;10528;8321;7453;10829;9103;9927;30800;33644;35537;40302;31387;35845;35779;29853;35611;42760;31863;30759;
2804000;"Powiat elbląski";8;7;8;9;8;8;7;7;8;7;6;8;417;295;390;422;404;407;375;411;435;440;462;485;9359;10239;14652;17343;15611;15521;14531;10972;12676;14985;14420;12906;22089;23951;32666;37053;36261;32889;34923;28616;31365;33362;33705;31049;
2805000;"Powiat ełcki";12;16;17;16;15;16;15;15;16;15;16;16;1123;851;972;957;1088;1112;1112;1134;1168;1302;1296;1306;23671;24458;23323;24943;26342;27425;28226;19574;23634;32514;35432;40082;68160;71555;64339;84144;65368;69497;73333;49924;63896;86578;84512;93485;
2806000;"Powiat giżycki";62;65;62;61;60;63;66;58;56;58;68;64;4706;4689;4478;4378;4590;4490;4794;4799;4876;5289;6128;5910;121274;130589;136140;147172;151830;154964;157001;107678;116333;149922;167728;184575;279661;295673;307004;338942;345091;356677;359377;285781;292282;378503;432692;487677;
2807000;"Powiat iławski";27;29;25;30;29;33;33;25;24;25;26;26;1931;2460;2361;2407;1833;2071;2256;1677;1478;1459;1403;1541;37333;53354;52981;59359;49772;52280;65651;47659;43037;59012;55997;56721;108133;150430;145797;158826;134061;134078;167210;116286;109867;141366;128113;133622;
2808000;"Powiat kętrzyński";11;10;11;10;9;9;9;7;9;9;10;9;533;759;619;595;651;545;435;379;494;539;639;617;24140;23675;24202;24575;15913;16222;19911;15413;15572;20879;21310;20994;34561;34055;36034;37612;29109;25938;30297;23397;29239;46432;43045;45050;
2809000;"Powiat lidzbarski";10;9;9;10;14;14;13;11;13;12;11;11;620;593;535;576;663;694;565;578;591;633;589;583;27122;24517;26212;30632;29634;36842;32600;17394;20862;31836;33070;32163;54929;51038;55688;63154;61308;67798;62811;39909;47884;70027;76606;67694;
2810000;"Powiat mrągowski";80;82;86;87;86;86;97;94;86;86;90;92;6487;6919;7552;7524;7589;7474;8146;7980;7612;7748;7821;7882;212155;233631;244227;274088;265328;273303;293349;178678;216148;249723;259795;282163;565367;628345;674212;737255;699280;739233;786016;536303;614590;678696;691073;741861;
2811000;"Powiat nidzicki";6;7;6;7;7;7;9;6;8;8;7;9;105;272;120;239;226;332;384;165;308;289;349;377;4066;6156;4286;5222;3986;4201;4566;1802;2438;4103;8309;8769;7959;15092;7546;16701;13066;14439;18248;4051;8487;11933;24102;26420;
2812000;"Powiat nowomiejski";4;4;4;3;3;3;4;3;3;3;5;4;368;329;348;325;316;308;360;340;340;340;375;369;3805;3987;5329;2685;2487;2716;3333;1643;1952;3836;5862;4420;12440;15204;13669;14052;12609;10377;10979;4187;6070;8864;11632;7975;
2813000;"Powiat olecki";8;10;9;9;8;9;10;9;9;9;10;8;454;491;473;495;387;434;486;397;430;533;743;736;6552;9055;9069;9006;9551;9206;15214;9295;9637;14117;17082;17155;16136;19291;20420;23429;21584;21111;34695;21975;22832;32701;41457;42836;
2814000;"Powiat olsztyński";53;49;51;55;53;51;57;49;48;43;41;43;4712;4473;4547;4764;5209;4483;4776;4505;4455;4164;4243;4327;79521;84199;88200;95727;101489;115210;124339;80874;94542;120992;134195;131256;283885;270971;281516;298030;315781;322747;348658;275467;302495;359368;391289;381604;
2815000;"Powiat ostródzki";37;37;38;41;41;38;44;40;39;39;37;38;3422;3152;3146;3423;3389;3147;3353;3199;3335;3612;3423;4048;120039;124650;123713;138289;131185;139181;133404;75079;83653;113802;109806;155796;280087;301512;281483;326179;313343;307746;298492;193368;215826;266022;252123;366595;
2816000;"Powiat piski";47;44;48;47;44;45;50;44;47;43;47;46;3164;2770;2996;3035;3064;3005;3178;2979;3085;3074;3079;2996;49428;52302;51735;56959;65029;75766;81408;60256;50113;68219;71088;54805;131348;120943;128304;161881;159367;188697;202292;169666;147020;165470;163304;169261;
2817000;"Powiat szczycieński";29;26;23;25;24;21;24;26;24;25;24;25;1921;1699;1645;1699;1648;1684;1736;1869;1745;1832;1735;1748;24638;26209;28959;54011;48546;41850;50634;35493;38795;46678;45249;48446;82546;84610;84511;126447;125102;135051;141534;108694;116350;136778;123698;130411;
2818000;"Powiat gołdapski";8;9;10;12;12;13;13;12;10;12;11;12;765;757;808;960;975;1027;1027;1072;994;998;1064;1096;13587;12240;15154;20647;27008;20557;22732;18408;16222;17277;16609;17081;137890;112895;147723;157602;144224;158168;158526;87370;102584;122245;120818;127473;
2819000;"Powiat węgorzewski";16;20;18;18;20;17;18;18;18;15;14;15;916;978;876;866;929;870;978;977;957;849;788;811;14089;14195;13668;15666;17092;15048;14999;11932;12296;10534;11316;12140;44442;46669;44681;54043;51719;47936;46156;38109;40561;34915;35861;42084;
2861000;"Powiat m. Elbląg";15;17;15;17;16;16;16;14;13;13;12;10;1098;1330;1110;1276;1248;1297;1462;1068;1045;1053;964;864;54545;60170;64565;80352;81157;80866;79168;41141;40775;55869;54198;52273;100496;128216;114248;147026;151977;154021;142614;82646;84619;105546;102402;100631;
2862000;"Powiat m. Olsztyn";26;23;23;24;23;26;26;23;22;21;24;24;6511;5512;5703;5714;5244;5662;5859;4880;3912;3417;3926;4395;194127;170466;175744;185077;183357;184877;190290;111099;111075;154390;191529;207623;382654;302226;310750;370117;371600;351269;360860;233341;243250;307504;367352;391026;
3001000;"Powiat chodzieski";16;16;16;16;15;14;14;12;13;11;10;10;578;634;631;636;614;486;512;501;588;422;388;386;24576;25067;25276;25984;25489;26507;29707;22249;23352;23754;23417;21611;35133;38968;40440;41838;40752;44300;46174;38056;42500;43978;41998;35547;
3002000;"Powiat czarnkowsko-trzcianecki";18;16;18;17;17;15;18;18;18;18;17;16;622;460;622;617;668;588;695;644;651;668;559;554;10795;10224;12150;13188;13582;14031;13981;7427;7553;12862;9675;9197;22329;25691;37137;34378;47974;44015;47001;32255;37980;43609;27747;27041;
3003000;"Powiat gnieźnieński";52;60;58;56;53;50;49;42;40;41;40;35;2926;3260;3128;3032;2855;3016;2590;2527;2159;2398;2246;1870;80195;80406;84531;85976;77892;82916;82932;38027;40101;70177;60572;49314;167714;174170;178671;178111;155459;178280;168772;85857;84794;143095;121385;110457;
3004000;"Powiat gostyński";8;6;6;6;6;6;5;4;4;2;4;6;343;278;278;278;278;276;262;223;223;189;206;276;17626;15879;18615;14823;16763;15687;12400;8990;11898;0;8865;11598;21564;19683;26076;21710;27784;25040;20958;17776;19156;0;23112;25713;
3005000;"Powiat grodziski";10;10;10;10;10;10;10;10;9;9;8;8;515;524;525;519;522;524;538;552;472;467;318;322;11818;19091;16158;14451;14826;18611;20917;7744;5709;9226;15354;15897;24452;46960;41797;37776;41806;54876;47207;23248;14713;27767;44057;41784;
3006000;"Powiat jarociński";15;15;15;15;15;14;14;14;14;13;13;12;875;876;908;889;972;847;883;905;896;810;814;895;20437;21143;20168;22513;27117;27873;28534;14257;21395;28838;26992;25991;67275;66369;70458;66905;77897;75606;81689;74095;66741;87052;74200;80246;
3007000;"Powiat kaliski";10;11;12;12;12;11;11;11;10;10;8;8;355;418;469;473;446;420;394;419;390;405;343;344;9555;15611;18976;21127;18729;18681;16903;10672;10705;13101;9471;8931;17652;24787;28696;29960;27542;26268;25100;19134;20722;20778;14412;13967;
3008000;"Powiat kępiński";4;4;4;5;5;5;6;5;5;5;6;6;128;128;128;174;159;159;185;166;178;151;192;192;5355;5237;4462;9638;8191;8032;9010;6153;5346;8414;8548;9768;6169;6129;5349;11328;9293;9349;11759;8508;8373;13369;14252;18853;
3009000;"Powiat kolski";10;10;11;12;12;12;11;9;11;10;10;9;240;245;269;297;386;373;369;249;380;273;367;284;7489;8131;9514;7708;6643;6636;7676;4828;9051;8098;18931;15702;13023;11972;14899;12716;11773;10126;13618;7499;16673;13419;29181;24031;
3010000;"Powiat koniński";53;50;49;47;47;45;49;41;41;44;46;44;3945;3674;3582;3448;3296;3094;3375;2755;3056;3068;3416;3439;144453;155087;141894;156751;130313;146019;152773;59512;90763;133130;120709;135265;208943;217425;210519;214480;191840;201100;251552;121946;187417;236319;261568;290525;
3011000;"Powiat kościański";14;14;14;12;12;12;13;13;13;14;13;13;529;529;516;447;433;441;449;449;457;477;408;437;11154;10570;11001;12258;13052;13493;13270;6554;8506;12392;12453;12996;24561;27271;22669;21124;25102;25895;25584;14123;17224;23268;21787;24027;
3012000;"Powiat krotoszyński";9;8;7;8;8;7;7;6;5;6;6;9;319;312;258;333;335;300;300;234;180;640;234;302;14597;15088;15580;14858;19363;16063;15614;6922;7607;12309;13171;17472;24285;26688;29369;26257;31530;28668;26532;11934;14873;22753;25400;32550;
3013000;"Powiat leszczyński";49;48;46;44;42;41;37;31;30;28;32;34;3051;2990;3073;3118;2929;2882;2720;2442;2648;2423;2639;2772;47481;48206;51321;54432;49861;54750;54232;31814;39201;54821;51311;54189;106526;147894;168257;174595;171288;145259;152190;96802;123582;153158;147387;145675;
3014000;"Powiat międzychodzki";25;25;23;24;23;21;22;19;17;14;14;15;2127;2130;2061;2355;2142;2074;2147;1952;1918;1631;1743;1539;35137;31327;33215;40110;40008;42571;41804;22966;31618;37094;38268;40770;91490;87263;92204;121877;120638;133523;127775;79880;103176;116364;111804;100353;
3015000;"Powiat nowotomyski";26;25;27;21;21;22;23;22;20;20;21;20;1054;1041;1272;1046;1079;1080;1100;976;908;1345;1574;1542;34777;35794;44116;48029;54555;54492;54338;24272;34833;53466;54831;51727;65065;63950;81339;83512;91260;101710;104308;59198;80677;114172;104016;100983;
3016000;"Powiat obornicki";6;7;6;7;7;6;4;5;5;5;5;5;301;338;325;417;420;259;202;266;266;266;266;266;3864;3667;4488;8088;8787;7976;5456;3921;4064;6206;6029;5274;12710;15096;15389;23860;28902;18782;16386;11359;12643;17272;16974;15113;
